subject,predicate,object,subject_category,object_category,knowledge_source,source_relationship
NCBIGene:388,biolink:gene_associated_with_condition,HP:0001643,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6754,biolink:gene_associated_with_condition,EFO:0003888,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:292,biolink:gene_associated_with_condition,EFO:0000319,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:875,biolink:gene_associated_with_condition,MONDO:0009582,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7412,biolink:gene_associated_with_condition,EFO:0000519,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6713,biolink:gene_associated_with_condition,EFO:0003914,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6361,biolink:gene_associated_with_condition,EFO:0001361,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6361,biolink:gene_associated_with_condition,EFO:0000775,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,EFO:1000024,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,MONDO:0008903,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1191,biolink:gene_associated_with_condition,MONDO:0013758,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,MONDO:0017778,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1610,biolink:gene_associated_with_condition,EFO:0005772,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:875,biolink:gene_associated_with_condition,EFO:0001074,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1286,biolink:gene_associated_with_condition,MONDO:0010298,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,EFO:0007517,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3785,biolink:gene_associated_with_condition,HP:0002411,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6404,biolink:gene_associated_with_condition,MONDO:0004928,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3738,biolink:gene_associated_with_condition,EFO:0000339,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1191,biolink:gene_associated_with_condition,MONDO:0003024,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1642,biolink:gene_associated_with_condition,EFO:0000499,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3381,biolink:gene_associated_with_condition,EFO:0009448,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1911,biolink:gene_associated_with_condition,EFO:0003060,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4830,biolink:gene_associated_with_condition,EFO:0003959,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1013,biolink:gene_associated_with_condition,MONDO:0007732,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:131096,biolink:gene_associated_with_condition,EFO:0000537,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:728,biolink:gene_associated_with_condition,EFO:0000556,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,EFO:0000764,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1286,biolink:gene_associated_with_condition,EFO:0000400,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112714,biolink:gene_associated_with_condition,HP:0011451,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:11343,biolink:gene_associated_with_condition,EFO:0000712,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:26013,biolink:gene_associated_with_condition,EFO:0000571,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112744,biolink:gene_associated_with_condition,EFO:1000965,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,EFO:1000044,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3756,biolink:gene_associated_with_condition,EFO:0000569,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6713,biolink:gene_associated_with_condition,EFO:0000474,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4524,biolink:gene_associated_with_condition,MONDO:0011760,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:55556,biolink:gene_associated_with_condition,EFO:0006340,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:11343,biolink:gene_associated_with_condition,MONDO:0014248,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1394,biolink:gene_associated_with_condition,EFO:1001916,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4025,biolink:gene_associated_with_condition,HP:0012758,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5597,biolink:gene_associated_with_condition,MONDO:0005178,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,Orphanet:404469,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4025,biolink:gene_associated_with_condition,EFO:0004533,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3784,biolink:gene_associated_with_condition,MONDO:0001823,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3784,biolink:gene_associated_with_condition,MONDO:0024573,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:875,biolink:gene_associated_with_condition,Orphanet:891,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3738,biolink:gene_associated_with_condition,MONDO:0020074,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1394,biolink:gene_associated_with_condition,EFO:0022267,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6427,biolink:gene_associated_with_condition,EFO:0001075,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6524,biolink:gene_associated_with_condition,MONDO:0010264,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6404,biolink:gene_associated_with_condition,EFO:0002913,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9575,biolink:gene_associated_with_condition,MONDO:0100135,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:81608,biolink:gene_associated_with_condition,EFO:0000544,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3784,biolink:gene_associated_with_condition,MONDO:0014621,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51075,biolink:gene_associated_with_condition,EFO:0009458,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:29128,biolink:gene_associated_with_condition,EFO:0001645,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:11343,biolink:gene_associated_with_condition,MONDO:0008903,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,EFO:0000500,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:546,biolink:gene_associated_with_condition,EFO:0000239,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7280,biolink:gene_associated_with_condition,EFO:0004616,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9370,biolink:gene_associated_with_condition,EFO:0010270,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8314,biolink:gene_associated_with_condition,MONDO:0003036,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6167,biolink:gene_associated_with_condition,MONDO:0010679,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,DOID:7551,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6559,biolink:gene_associated_with_condition,MONDO:0007732,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6427,biolink:gene_associated_with_condition,HP:0005528,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:292,biolink:gene_associated_with_condition,HP:0010976,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6713,biolink:gene_associated_with_condition,EFO:0000478,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:187,biolink:gene_associated_with_condition,EFO:0009551,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5236,biolink:gene_associated_with_condition,HP:0001520,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6579,biolink:gene_associated_with_condition,EFO:0022335,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,MONDO:0004126,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,EFO:0004255,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:84634,biolink:gene_associated_with_condition,MONDO:0019154,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1809,biolink:gene_associated_with_condition,EFO:0000519,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1728,biolink:gene_associated_with_condition,EFO:0009676,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51135,biolink:gene_associated_with_condition,MONDO:0957981,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51755,biolink:gene_associated_with_condition,EFO:1000317,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4830,biolink:gene_associated_with_condition,EFO:0000341,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,EFO:1000491,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:719,biolink:gene_associated_with_condition,MONDO:0007254,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2358,biolink:gene_associated_with_condition,EFO:0001065,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5029,biolink:gene_associated_with_condition,EFO:0000612,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3145,biolink:gene_associated_with_condition,HP:0003489,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6579,biolink:gene_associated_with_condition,OBA:2045206,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1553,biolink:gene_associated_with_condition,HP:0100806,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:480,biolink:gene_associated_with_condition,MONDO:0054723,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:54577,biolink:gene_associated_with_condition,MONDO:0037821,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,EFO:0000181,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8115,biolink:gene_associated_with_condition,EFO:0004696,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1075,biolink:gene_associated_with_condition,EFO:0009860,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5338,biolink:gene_associated_with_condition,EFO:0002496,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:292,biolink:gene_associated_with_condition,EFO:1000785,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:81624,biolink:gene_associated_with_condition,EFO:0004235,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1191,biolink:gene_associated_with_condition,EFO:1001050,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1610,biolink:gene_associated_with_condition,MONDO:0002492,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1647,biolink:gene_associated_with_condition,EFO:0004842,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:546,biolink:gene_associated_with_condition,MONDO:0003453,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,MONDO:0001627,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9575,biolink:gene_associated_with_condition,EFO:1001494,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3038,biolink:gene_associated_with_condition,EFO:0006335,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1191,biolink:gene_associated_with_condition,MONDO:0002358,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:57650,biolink:gene_associated_with_condition,EFO:0009709,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9370,biolink:gene_associated_with_condition,MONDO:0008006,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1191,biolink:gene_associated_with_condition,MONDO:0000432,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4717,biolink:gene_associated_with_condition,HP:0001268,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1075,biolink:gene_associated_with_condition,EFO:0004193,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1013,biolink:gene_associated_with_condition,EFO:0009448,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2194,biolink:gene_associated_with_condition,MONDO:0019917,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7058,biolink:gene_associated_with_condition,EFO:0801555,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,EFO:0020685,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1191,biolink:gene_associated_with_condition,HP:0001394,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1013,biolink:gene_associated_with_condition,MONDO:0009685,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8314,biolink:gene_associated_with_condition,MONDO:0018177,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7786,biolink:gene_associated_with_condition,EFO:1000796,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:189,biolink:gene_associated_with_condition,EFO:0000464,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10266,biolink:gene_associated_with_condition,MONDO:0007254,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3738,biolink:gene_associated_with_condition,EFO:0009452,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1326,biolink:gene_associated_with_condition,EFO:0000571,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6524,biolink:gene_associated_with_condition,HP:0100806,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1809,biolink:gene_associated_with_condition,MONDO:0018075,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6404,biolink:gene_associated_with_condition,EFO:1000307,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6559,biolink:gene_associated_with_condition,MONDO:0002616,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3381,biolink:gene_associated_with_condition,MONDO:0021192,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3145,biolink:gene_associated_with_condition,EFO:0003900,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10383,biolink:gene_associated_with_condition,EFO:0004220,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23387,biolink:gene_associated_with_condition,HP:0000855,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2358,biolink:gene_associated_with_condition,MONDO:0008038,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:480,biolink:gene_associated_with_condition,EFO:0000685,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7412,biolink:gene_associated_with_condition,MONDO:0000490,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:84618,biolink:gene_associated_with_condition,EFO:0000275,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,EFO:0000495,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3756,biolink:gene_associated_with_condition,OBA:VT0005265,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2289,biolink:gene_associated_with_condition,MONDO:0002480,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6283,biolink:gene_associated_with_condition,HP:0004398,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9370,biolink:gene_associated_with_condition,MONDO:0000771,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3549,biolink:gene_associated_with_condition,MONDO:0007481,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3738,biolink:gene_associated_with_condition,EFO:0005537,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10098,biolink:gene_associated_with_condition,EFO:0003888,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7412,biolink:gene_associated_with_condition,MONDO:0002108,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4544,biolink:gene_associated_with_condition,EFO:0000228,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6283,biolink:gene_associated_with_condition,MONDO:0002630,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2739,biolink:gene_associated_with_condition,EFO:1001461,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1638,biolink:gene_associated_with_condition,EFO:0000681,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3615,biolink:gene_associated_with_condition,MONDO:0002331,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8314,biolink:gene_associated_with_condition,MONDO:0004126,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:131096,biolink:gene_associated_with_condition,EFO:0005297,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,EFO:1001485,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:111,biolink:gene_associated_with_condition,EFO:0022159,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2251,biolink:gene_associated_with_condition,EFO:0001075,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7786,biolink:gene_associated_with_condition,EFO:0011057,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,MONDO:0016006,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4830,biolink:gene_associated_with_condition,MONDO:0008380,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1326,biolink:gene_associated_with_condition,MONDO:0015760,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:719,biolink:gene_associated_with_condition,EFO:1001351,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1647,biolink:gene_associated_with_condition,MONDO:0002525,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2259,biolink:gene_associated_with_condition,HP:0002075,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4830,biolink:gene_associated_with_condition,EFO:0006859,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:64061,biolink:gene_associated_with_condition,MONDO:0001572,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:57650,biolink:gene_associated_with_condition,MONDO:0007254,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3171,biolink:gene_associated_with_condition,EFO:1000789,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9575,biolink:gene_associated_with_condition,MONDO:0017795,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8314,biolink:gene_associated_with_condition,EFO:1000485,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6416,biolink:gene_associated_with_condition,EFO:0010351,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3732,biolink:gene_associated_with_condition,EFO:0004725,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:57650,biolink:gene_associated_with_condition,EFO:0002618,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4544,biolink:gene_associated_with_condition,EFO:0004610,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6361,biolink:gene_associated_with_condition,EFO:0004244,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,EFO:0000701,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23387,biolink:gene_associated_with_condition,HP:0001397,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3785,biolink:gene_associated_with_condition,MONDO:0021248,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1326,biolink:gene_associated_with_condition,MONDO:0007795,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:189,biolink:gene_associated_with_condition,EFO:0000341,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,MONDO:0005184,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:187,biolink:gene_associated_with_condition,EFO:1000680,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2867,biolink:gene_associated_with_condition,Orphanet:98813,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,MONDO:0800373,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6579,biolink:gene_associated_with_condition,EFO:0003060,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5597,biolink:gene_associated_with_condition,MONDO:0030307,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:331,biolink:gene_associated_with_condition,MONDO:0008734,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4807,biolink:gene_associated_with_condition,MONDO:0013372,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2358,biolink:gene_associated_with_condition,EFO:0020921,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1075,biolink:gene_associated_with_condition,EFO:0000719,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8314,biolink:gene_associated_with_condition,EFO:0022258,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,EFO:0011011,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6416,biolink:gene_associated_with_condition,HP:0005268,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7058,biolink:gene_associated_with_condition,EFO:1000307,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8115,biolink:gene_associated_with_condition,MONDO:0009833,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,EFO:0007985,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3590,biolink:gene_associated_with_condition,EFO:0000540,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6579,biolink:gene_associated_with_condition,EFO:0004309,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3738,biolink:gene_associated_with_condition,EFO:1001760,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:348980,biolink:gene_associated_with_condition,OBA:2042371,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:189,biolink:gene_associated_with_condition,EFO:0000495,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8314,biolink:gene_associated_with_condition,EFO:1000483,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3738,biolink:gene_associated_with_condition,MONDO:0010726,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7786,biolink:gene_associated_with_condition,EFO:0005537,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1553,biolink:gene_associated_with_condition,MONDO:0004975,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2194,biolink:gene_associated_with_condition,MONDO:0007309,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:875,biolink:gene_associated_with_condition,MONDO:0019696,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6416,biolink:gene_associated_with_condition,EFO:0009689,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2289,biolink:gene_associated_with_condition,MONDO:0015974,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4882,biolink:gene_associated_with_condition,MONDO:0800043,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:84634,biolink:gene_associated_with_condition,EFO:0009682,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3381,biolink:gene_associated_with_condition,MONDO:0013459,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,EFO:0002608,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,EFO:0003888,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6404,biolink:gene_associated_with_condition,HP:0001395,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1610,biolink:gene_associated_with_condition,MONDO:0007739,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9978,biolink:gene_associated_with_condition,HP:0000539,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:345,biolink:gene_associated_with_condition,EFO:0022322,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3381,biolink:gene_associated_with_condition,MONDO:0019772,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6579,biolink:gene_associated_with_condition,EFO:0022265,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2867,biolink:gene_associated_with_condition,Orphanet:47,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6579,biolink:gene_associated_with_condition,EFO:0005761,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6524,biolink:gene_associated_with_condition,EFO:0000222,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:292,biolink:gene_associated_with_condition,MONDO:0004979,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23387,biolink:gene_associated_with_condition,MONDO:0007064,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:58498,biolink:gene_associated_with_condition,MONDO:0018075,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:55556,biolink:gene_associated_with_condition,EFO:0004528,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1718,biolink:gene_associated_with_condition,EFO:1001052,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,MONDO:0002814,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:292,biolink:gene_associated_with_condition,HP:0000112,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,EFO:0000499,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6524,biolink:gene_associated_with_condition,EFO:1002050,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:728,biolink:gene_associated_with_condition,HP:0002202,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:189,biolink:gene_associated_with_condition,MONDO:0005575,biolink:Gene,biolink:Disease,OpenTargets,associated_with
