subject,predicate,object,subject_category,object_category,knowledge_source,source_relationship
DRUG_NAME:VINBLASTINE,biolink:interacts_with,NCBIGene:7280,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:CHLORHEXIDINE HYDROCHLORIDE,biolink:interacts_with,NCBIGene:4221,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:Sirolimus,biolink:interacts_with,NCBIGene:6794,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:TAMOXIFEN,biolink:interacts_with,NCBIGene:5338,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:BUPIVACAINE,biolink:interacts_with,NCBIGene:2251,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:vildagliptin,biolink:interacts_with,NCBIGene:3784,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:levodopa,biolink:interacts_with,NCBIGene:4524,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:APELIN,biolink:positively_regulates,NCBIGene:187,biolink:ChemicalEntity,biolink:Gene,DGIdb,agonist
DRUG_NAME:NSC-317605,biolink:interacts_with,NCBIGene:4221,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:Vistusertib,biolink:interacts_with,NCBIGene:6794,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:BELATACEPT,biolink:negatively_regulates,NCBIGene:942,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:ZINC SULFATE,biolink:interacts_with,NCBIGene:4524,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:estradiol,biolink:interacts_with,NCBIGene:8115,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:GUSELKUMAB,biolink:negatively_regulates,NCBIGene:51561,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:EZOGABINE,biolink:interacts_with,NCBIGene:3785,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:PANOBINOSTAT,biolink:interacts_with,NCBIGene:8314,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:carboplatin,biolink:interacts_with,NCBIGene:4524,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:AZD6244,biolink:negatively_regulates,NCBIGene:6416,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:Avelumab,biolink:interacts_with,NCBIGene:6794,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:NSC-175743,biolink:interacts_with,NCBIGene:26013,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:LCL161,biolink:negatively_regulates,NCBIGene:331,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:meperidine,biolink:interacts_with,NCBIGene:81608,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:METHOTREXATE,biolink:interacts_with,NCBIGene:100,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:CRINECERFONT,biolink:negatively_regulates,NCBIGene:1394,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:Veliparib,biolink:interacts_with,NCBIGene:51755,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:GNF-PF-3023,biolink:interacts_with,NCBIGene:51135,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:NITROBLUE TETRAZOLIUM,biolink:interacts_with,NCBIGene:4221,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:GDC-0973,biolink:negatively_regulates,NCBIGene:6416,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:etoposide,biolink:interacts_with,NCBIGene:1728,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:LINAGLIPTIN,biolink:interacts_with,NCBIGene:5452,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:valproic acid,biolink:interacts_with,NCBIGene:3953,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:RETINOIC ACID,biolink:interacts_with,NCBIGene:8204,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
"DRUG_NAME:5-CHLORO-[1,10]PHENANTHROLINE",biolink:interacts_with,NCBIGene:26013,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:JQ1,biolink:interacts_with,NCBIGene:55294,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:torasemide,biolink:interacts_with,NCBIGene:6559,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:NV-128,biolink:negatively_regulates,NCBIGene:4717,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:ethanol,biolink:interacts_with,NCBIGene:5236,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:gefitinib,biolink:interacts_with,NCBIGene:29128,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:BORTEZOMIB,biolink:interacts_with,NCBIGene:331,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:Gedatolisib,biolink:interacts_with,NCBIGene:6794,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:NSC-3323,biolink:interacts_with,NCBIGene:26013,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:LYCOPENE,biolink:interacts_with,NCBIGene:4830,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:PCV REGIMEN,biolink:interacts_with,NCBIGene:546,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:HALOPEMIDE,biolink:interacts_with,NCBIGene:5338,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:tenofovir,biolink:interacts_with,NCBIGene:4830,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:ATALUREN,biolink:regulates,NCBIGene:6138,biolink:ChemicalEntity,biolink:Gene,DGIdb,modulator
DRUG_NAME:aminoglycoside antibacterials,biolink:interacts_with,NCBIGene:4549,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:Talazoparib,biolink:interacts_with,NCBIGene:6794,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:HENAGLIFLOZIN,biolink:negatively_regulates,NCBIGene:6524,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:adefovir dipivoxil,biolink:interacts_with,NCBIGene:4830,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:NG-MONOMETHYL-L-ARGININE,biolink:interacts_with,NCBIGene:100,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:clomipramine,biolink:interacts_with,NCBIGene:1394,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:Arsenic compounds,biolink:interacts_with,NCBIGene:875,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:CYCLOPHOSPHAMIDE,biolink:interacts_with,NCBIGene:355,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:SUNITINIB,biolink:interacts_with,NCBIGene:8314,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:DAPAGLIFLOZIN PROPYLENE GLYCOL,biolink:negatively_regulates,NCBIGene:6524,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:CHLOROTHIAZIDE,biolink:negatively_regulates,NCBIGene:6559,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:olanzapine,biolink:interacts_with,NCBIGene:4524,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:NERISPIRDINE,biolink:negatively_regulates,NCBIGene:131096,biolink:ChemicalEntity,biolink:Gene,DGIdb,blocker
DRUG_NAME:RONICICLIB,biolink:negatively_regulates,NCBIGene:51755,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:EBDAROKIMAB,biolink:negatively_regulates,NCBIGene:51561,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:EMICERFONT,biolink:negatively_regulates,NCBIGene:1394,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:CYCLOSPORIN A,biolink:interacts_with,NCBIGene:3381,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:TRAIL,biolink:interacts_with,NCBIGene:331,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:ondansetron,biolink:interacts_with,NCBIGene:54577,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:CARFILZOMIB,biolink:interacts_with,NCBIGene:5715,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:TRICHOSTATIN A,biolink:interacts_with,NCBIGene:292,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:TROGLITAZONE,biolink:interacts_with,NCBIGene:7412,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:MIZORIBINE,biolink:negatively_regulates,NCBIGene:3615,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:M-1095,biolink:negatively_regulates,NCBIGene:112744,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:DALFAMPRIDINE,biolink:negatively_regulates,NCBIGene:3756,biolink:ChemicalEntity,biolink:Gene,DGIdb,blocker
DRUG_NAME:o-desmethyltramadol,biolink:interacts_with,NCBIGene:348980,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:CALCIUM GLUCONATE,biolink:interacts_with,NCBIGene:1075,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:OXALIPLATIN,biolink:interacts_with,NCBIGene:4524,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:methotrexate,biolink:interacts_with,NCBIGene:1728,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:atorvastatin,biolink:interacts_with,NCBIGene:3953,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:IBERDOMIDE,biolink:regulates,NCBIGene:9978,biolink:ChemicalEntity,biolink:Gene,DGIdb,modulator
DRUG_NAME:METFORMIN HYDROCHLORIDE,biolink:negatively_regulates,NCBIGene:4717,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:cisplatin,biolink:interacts_with,NCBIGene:356,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:interferon beta-1a,biolink:interacts_with,NCBIGene:26130,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:AZD7762,biolink:interacts_with,NCBIGene:55294,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:DOX,biolink:interacts_with,NCBIGene:2551,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:GUANIDINE HYDROCHLORIDE,biolink:negatively_regulates,NCBIGene:131096,biolink:ChemicalEntity,biolink:Gene,DGIdb,blocker
DRUG_NAME:tamoxifen,biolink:interacts_with,NCBIGene:6579,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:MYCOPHENOLATE MOFETIL,biolink:negatively_regulates,NCBIGene:3615,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:ANTINEOPLASTIC,biolink:interacts_with,NCBIGene:2194,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:3TC,biolink:interacts_with,NCBIGene:55556,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:TYROSINE KINASE INHIBITORS,biolink:interacts_with,NCBIGene:1728,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:VERUCERFONT,biolink:negatively_regulates,NCBIGene:1394,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:INDOMETHACIN,biolink:interacts_with,NCBIGene:942,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:MAO inhibitors,biolink:interacts_with,NCBIGene:1394,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:TUMOR NECROSIS FACTOR-BETA,biolink:interacts_with,NCBIGene:6361,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:fluorouracil,biolink:interacts_with,NCBIGene:55556,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:PF-562271,biolink:interacts_with,NCBIGene:51135,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:nitrous oxide,biolink:interacts_with,NCBIGene:4524,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:NSC-126188,biolink:interacts_with,NCBIGene:388,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:LORATADINE,biolink:interacts_with,NCBIGene:6361,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:AVDORALIMAB,biolink:negatively_regulates,NCBIGene:728,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:MT-3724,biolink:negatively_regulates,NCBIGene:6167,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:hmg coa reductase inhibitors,biolink:interacts_with,NCBIGene:55779,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:AT-406,biolink:negatively_regulates,NCBIGene:331,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:PENTABROMOPHENOL,biolink:interacts_with,NCBIGene:2194,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:AZT,biolink:interacts_with,NCBIGene:55556,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:BRAZIKUMAB,biolink:negatively_regulates,NCBIGene:51561,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:cyclophosphamide,biolink:interacts_with,NCBIGene:9978,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:DOX,biolink:interacts_with,NCBIGene:1728,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:METFORMIN,biolink:interacts_with,NCBIGene:5571,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:TEDISAMIL,biolink:negatively_regulates,NCBIGene:3784,biolink:ChemicalEntity,biolink:Gene,DGIdb,blocker
DRUG_NAME:AMIFAMPRIDINE PHOSPHATE,biolink:negatively_regulates,NCBIGene:3756,biolink:ChemicalEntity,biolink:Gene,DGIdb,blocker
DRUG_NAME:AMIFAMPRIDINE,biolink:negatively_regulates,NCBIGene:3784,biolink:ChemicalEntity,biolink:Gene,DGIdb,blocker
DRUG_NAME:TASIMELTEON,biolink:positively_regulates,NCBIGene:4544,biolink:ChemicalEntity,biolink:Gene,DGIdb,agonist
DRUG_NAME:sitagliptin,biolink:interacts_with,NCBIGene:3784,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:N-PHENYLMALEIMIDE,biolink:interacts_with,NCBIGene:11343,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:THALIDOMIDE,biolink:negatively_regulates,NCBIGene:1642,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:RISANKIZUMAB,biolink:negatively_regulates,NCBIGene:51561,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:FLAVOPIRIDOL,biolink:interacts_with,NCBIGene:331,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:ISO-IANTHERAN A,biolink:interacts_with,NCBIGene:5029,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:aspirin,biolink:interacts_with,NCBIGene:1013,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:LORGLUMIDE SODIUM,biolink:interacts_with,NCBIGene:2194,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:methionine,biolink:interacts_with,NCBIGene:10840,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:FELBAMATE,biolink:negatively_regulates,NCBIGene:2905,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:NICOTINE,biolink:interacts_with,NCBIGene:54577,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:CSA,biolink:interacts_with,NCBIGene:2551,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE,biolink:interacts_with,NCBIGene:2358,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:NEVIRAPINE,biolink:interacts_with,NCBIGene:9370,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:CISPLATIN,biolink:interacts_with,NCBIGene:355,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:VORINOSTAT,biolink:interacts_with,NCBIGene:8314,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:lamivudine,biolink:interacts_with,NCBIGene:4830,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:CISPLATIN,biolink:interacts_with,NCBIGene:546,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:INSULIN,biolink:interacts_with,NCBIGene:3381,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:SODIUM BUTYRATE,biolink:interacts_with,NCBIGene:64061,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:EQUINE CHORIONIC GONADOTROPIN,biolink:interacts_with,NCBIGene:3082,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:pegaspargase,biolink:interacts_with,NCBIGene:345,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:CHELATORS,biolink:interacts_with,NCBIGene:1647,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:acetaldehyde,biolink:interacts_with,NCBIGene:5236,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:allopurinol,biolink:interacts_with,NCBIGene:28951,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:NEBOGLAMINE,biolink:positively_regulates,NCBIGene:2905,biolink:ChemicalEntity,biolink:Gene,DGIdb,positive modulator
DRUG_NAME:ritonavir,biolink:interacts_with,NCBIGene:345,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:COBALT,biolink:interacts_with,NCBIGene:100,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:EVEROLIMUS,biolink:interacts_with,NCBIGene:8314,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:IL-6,biolink:interacts_with,NCBIGene:112744,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:gemcitabine,biolink:interacts_with,NCBIGene:241,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:QUINETHAZONE,biolink:negatively_regulates,NCBIGene:6559,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:SJ000189154,biolink:interacts_with,NCBIGene:2194,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:ORAL CONTRACEPTIVE,biolink:interacts_with,NCBIGene:1728,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:ESKETAMINE,biolink:negatively_regulates,NCBIGene:2905,biolink:ChemicalEntity,biolink:Gene,DGIdb,negative modulator
DRUG_NAME:DASATINIB,biolink:interacts_with,NCBIGene:51135,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:bumetanide,biolink:interacts_with,NCBIGene:6559,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:RECOMBINANT INTERLEUKIN,biolink:interacts_with,NCBIGene:100,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:ustekinumab,biolink:interacts_with,NCBIGene:112744,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:IL-1,biolink:interacts_with,NCBIGene:3082,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:HYDROQUINONE,biolink:interacts_with,NCBIGene:1728,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:hmg coa reductase inhibitors,biolink:interacts_with,NCBIGene:6579,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:APIMOSTINEL,biolink:positively_regulates,NCBIGene:2905,biolink:ChemicalEntity,biolink:Gene,DGIdb,agonist
DRUG_NAME:RESERPINE,biolink:interacts_with,NCBIGene:3082,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:PAMIDRONATE,biolink:interacts_with,NCBIGene:942,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:ethanol,biolink:interacts_with,NCBIGene:6416,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:GNF-PF-2133,biolink:interacts_with,NCBIGene:2194,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:antipsychotics,biolink:interacts_with,NCBIGene:3953,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:AG-09/96,biolink:interacts_with,NCBIGene:2358,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:VITAMIN B6,biolink:interacts_with,NCBIGene:875,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:DEXAMETHASONE,biolink:interacts_with,NCBIGene:7412,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:protease inhibitors,biolink:interacts_with,NCBIGene:345,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:REMOGLIFLOZIN ETABONATE,biolink:negatively_regulates,NCBIGene:6524,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:NB1011,biolink:interacts_with,NCBIGene:1647,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:DNCB,biolink:interacts_with,NCBIGene:6361,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:PMA,biolink:interacts_with,NCBIGene:2905,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:FIBOFLAPON SODIUM,biolink:negatively_regulates,NCBIGene:241,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:CISPLATIN,biolink:interacts_with,NCBIGene:2551,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:AMIFAMPRIDINE PHOSPHATE,biolink:negatively_regulates,NCBIGene:3738,biolink:ChemicalEntity,biolink:Gene,DGIdb,blocker
DRUG_NAME:L-DOPA,biolink:interacts_with,NCBIGene:100,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:VOSORITIDE,biolink:physically_interacts_with,NCBIGene:4882,biolink:ChemicalEntity,biolink:Gene,DGIdb,binder
DRUG_NAME:AZD-5438,biolink:negatively_regulates,NCBIGene:51755,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:OPROZOMIB,biolink:negatively_regulates,NCBIGene:5702,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:BENDROFLUMETHIAZIDE,biolink:negatively_regulates,NCBIGene:6559,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:fluorouracil,biolink:interacts_with,NCBIGene:84618,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:Olaparib,biolink:interacts_with,NCBIGene:51755,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:nnk,biolink:interacts_with,NCBIGene:1553,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:PENTOXIFYLLINE,biolink:negatively_regulates,NCBIGene:5148,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:BI-87E7,biolink:interacts_with,NCBIGene:2194,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:LENALIDOMIDE,biolink:negatively_regulates,NCBIGene:1642,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:SIROLIMUS,biolink:interacts_with,NCBIGene:55294,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:GNF-PF-2262,biolink:interacts_with,NCBIGene:2194,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:DUSIGITUMAB,biolink:negatively_regulates,NCBIGene:3479,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:imatinib,biolink:interacts_with,NCBIGene:6579,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:TNF-ALPHA,biolink:interacts_with,NCBIGene:112744,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:GARLIC,biolink:interacts_with,NCBIGene:100,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:XENTUZUMAB,biolink:negatively_regulates,NCBIGene:3479,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:DESLANOSIDE,biolink:negatively_regulates,NCBIGene:480,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:Sirolimus,biolink:interacts_with,NCBIGene:55294,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:RG-1530,biolink:interacts_with,NCBIGene:51135,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:LENALIDOMIDE,biolink:negatively_regulates,NCBIGene:9978,biolink:ChemicalEntity,biolink:Gene,DGIdb,inhibitor
DRUG_NAME:INSULIN,biolink:interacts_with,NCBIGene:9370,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:EGCG,biolink:interacts_with,NCBIGene:3082,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
DRUG_NAME:9-CIS-RETINOIC ACID,biolink:interacts_with,NCBIGene:5029,biolink:ChemicalEntity,biolink:Gene,DGIdb,other/unknown
